file,relative,table_name,columns
data\Agadir\AGA-MCO\Etat CLIM A.csv,Agadir\AGA-MCO\Etat CLIM A.csv,Etat_CLIM_A,Timestamp;Trend Flags;Status;Value
data\Agadir\AGA-MCO\Etat CLIM B.csv,Agadir\AGA-MCO\Etat CLIM B.csv,Etat_CLIM_B,Timestamp;Trend Flags;Status;Value
data\Agadir\AGA-MCO\Etat CLIM C.csv,Agadir\AGA-MCO\Etat CLIM C.csv,Etat_CLIM_C,Timestamp;Trend Flags;Status;Value
data\Agadir\AGA-MCO\Etat CLIM D.csv,Agadir\AGA-MCO\Etat CLIM D.csv,Etat_CLIM_D,Timestamp;Trend Flags;Status;Value
data\Agadir\AGA-MCO\Etat Porte.csv,Agadir\AGA-MCO\Etat Porte.csv,Etat_Porte,Timestamp;Trend Flags;Status;Value
data\Agadir\AGA-MCO\P.Active CLIM.csv,Agadir\AGA-MCO\P.Active CLIM.csv,P.Active_CLIM,Timestamp;Trend Flags;Status;Value (kW)
data\Agadir\AGA-MCO\P.Active Générale.csv,Agadir\AGA-MCO\P.Active Générale.csv,P.Active_Générale,Timestamp;Trend Flags;Status;Value (kW)
data\Agadir\AGA-MCO\Température Ambiante.csv,Agadir\AGA-MCO\Température Ambiante.csv,Température_Ambiante,Timestamp;Trend Flags;Status;Value
data\Agadir\AGA-MCO\Température Extérieure.csv,Agadir\AGA-MCO\Température Extérieure.csv,Température_Extérieure,Timestamp;Trend Flags;Status;Value
data\Agadir\AGA-ONE1\Etat CLIM A.csv,Agadir\AGA-ONE1\Etat CLIM A.csv,Etat_CLIM_A,Timestamp;Trend Flags;Status;Value
data\Agadir\AGA-ONE1\Etat CLIM B.csv,Agadir\AGA-ONE1\Etat CLIM B.csv,Etat_CLIM_B,Timestamp;Trend Flags;Status;Value
data\Agadir\AGA-ONE1\Etat CLIM C.csv,Agadir\AGA-ONE1\Etat CLIM C.csv,Etat_CLIM_C,Timestamp;Trend Flags;Status;Value
data\Agadir\AGA-ONE1\Etat CLIM D.csv,Agadir\AGA-ONE1\Etat CLIM D.csv,Etat_CLIM_D,Timestamp;Trend Flags;Status;Value
data\Agadir\AGA-ONE1\Etat Porte.csv,Agadir\AGA-ONE1\Etat Porte.csv,Etat_Porte,Timestamp;Trend Flags;Status;Value
data\Agadir\AGA-ONE1\P.Active CLIM.csv,Agadir\AGA-ONE1\P.Active CLIM.csv,P.Active_CLIM,Timestamp;Trend Flags;Status;Value (kW)
data\Agadir\AGA-ONE1\P.Active Générale.csv,Agadir\AGA-ONE1\P.Active Générale.csv,P.Active_Générale,Timestamp;Trend Flags;Status;Value (kW)
data\Agadir\AGA-ONE1\Température Ambiante.csv,Agadir\AGA-ONE1\Température Ambiante.csv,Température_Ambiante,Timestamp;Trend Flags;Status;Value
data\Agadir\AGA-ONE1\Température Extérieure.csv,Agadir\AGA-ONE1\Température Extérieure.csv,Température_Extérieure,Timestamp;Trend Flags;Status;Value
data\Agadir\AGA-ONE2\Etat CLIM A.csv,Agadir\AGA-ONE2\Etat CLIM A.csv,Etat_CLIM_A,Timestamp;Trend Flags;Status;Value
data\Agadir\AGA-ONE2\Etat CLIM B.csv,Agadir\AGA-ONE2\Etat CLIM B.csv,Etat_CLIM_B,Timestamp;Trend Flags;Status;Value
data\Agadir\AGA-ONE2\Etat CLIM C.csv,Agadir\AGA-ONE2\Etat CLIM C.csv,Etat_CLIM_C,Timestamp;Trend Flags;Status;Value
data\Agadir\AGA-ONE2\Etat CLIM D.csv,Agadir\AGA-ONE2\Etat CLIM D.csv,Etat_CLIM_D,Timestamp;Trend Flags;Status;Value
data\Agadir\AGA-ONE2\Etat Porte.csv,Agadir\AGA-ONE2\Etat Porte.csv,Etat_Porte,Timestamp;Trend Flags;Status;Value
data\Agadir\AGA-ONE2\P.Active CLIM.csv,Agadir\AGA-ONE2\P.Active CLIM.csv,P.Active_CLIM,Timestamp;Trend Flags;Status;Value (kW)
data\Agadir\AGA-ONE2\P.Active Générale.csv,Agadir\AGA-ONE2\P.Active Générale.csv,P.Active_Générale,Timestamp;Trend Flags;Status;Value (kW)
data\Agadir\AGA-ONE2\Température Ambiante.csv,Agadir\AGA-ONE2\Température Ambiante.csv,Température_Ambiante,Timestamp;Trend Flags;Status;Value
data\Agadir\AGA-ONE2\Température Extérieure.csv,Agadir\AGA-ONE2\Température Extérieure.csv,Température_Extérieure,Timestamp;Trend Flags;Status;Value
data\Agadir\GLA-ONE\Etat CLIM A.csv,Agadir\GLA-ONE\Etat CLIM A.csv,Etat_CLIM_A,Timestamp;Trend Flags;Status;Value
data\Agadir\GLA-ONE\Etat CLIM B.csv,Agadir\GLA-ONE\Etat CLIM B.csv,Etat_CLIM_B,Timestamp;Trend Flags;Status;Value
data\Agadir\GLA-ONE\Etat CLIM C.csv,Agadir\GLA-ONE\Etat CLIM C.csv,Etat_CLIM_C,Timestamp;Trend Flags;Status;Value
data\Agadir\GLA-ONE\Etat CLIM D.csv,Agadir\GLA-ONE\Etat CLIM D.csv,Etat_CLIM_D,Timestamp;Trend Flags;Status;Value
data\Agadir\GLA-ONE\Etat Porte.csv,Agadir\GLA-ONE\Etat Porte.csv,Etat_Porte,Timestamp;Trend Flags;Status;Value
data\Agadir\GLA-ONE\P.Active CLIM.csv,Agadir\GLA-ONE\P.Active CLIM.csv,P.Active_CLIM,Timestamp;Trend Flags;Status;Value (kW)
data\Agadir\GLA-ONE\P.Active Générale.csv,Agadir\GLA-ONE\P.Active Générale.csv,P.Active_Générale,Timestamp;Trend Flags;Status;Value (kW)
data\Agadir\GLA-ONE\Température Ambiante.csv,Agadir\GLA-ONE\Température Ambiante.csv,Température_Ambiante,Timestamp;Trend Flags;Status;Value
data\Agadir\GLA-ONE\Température Extérieure.csv,Agadir\GLA-ONE\Température Extérieure.csv,Température_Extérieure,Timestamp;Trend Flags;Status;Value
data\Agadir\GLM-ONE\Etat CLIM A.csv,Agadir\GLM-ONE\Etat CLIM A.csv,Etat_CLIM_A,Timestamp;Trend Flags;Status;Value
data\Agadir\GLM-ONE\Etat CLIM B.csv,Agadir\GLM-ONE\Etat CLIM B.csv,Etat_CLIM_B,Timestamp;Trend Flags;Status;Value
data\Agadir\GLM-ONE\Etat Porte.csv,Agadir\GLM-ONE\Etat Porte.csv,Etat_Porte,Timestamp;Trend Flags;Status;Value
data\Agadir\GLM-ONE\P.Active CLIM.csv,Agadir\GLM-ONE\P.Active CLIM.csv,P.Active_CLIM,Timestamp;Trend Flags;Status;Value (kW)
data\Agadir\GLM-ONE\P.Active Générale.csv,Agadir\GLM-ONE\P.Active Générale.csv,P.Active_Générale,Timestamp;Trend Flags;Status;Value (kW)
data\Agadir\GLM-ONE\Température Ambiante.csv,Agadir\GLM-ONE\Température Ambiante.csv,Température_Ambiante,Timestamp;Trend Flags;Status;Value
data\Agadir\GLM-ONE\Température Extérieure.csv,Agadir\GLM-ONE\Température Extérieure.csv,Température_Extérieure,Timestamp;Trend Flags;Status;Value
data\Agadir\TNT-ONE\Etat CLIM A.csv,Agadir\TNT-ONE\Etat CLIM A.csv,Etat_CLIM_A,Timestamp;Trend Flags;Status;Value
data\Agadir\TNT-ONE\Etat CLIM B.csv,Agadir\TNT-ONE\Etat CLIM B.csv,Etat_CLIM_B,Timestamp;Trend Flags;Status;Value
data\Agadir\TNT-ONE\Etat Porte.csv,Agadir\TNT-ONE\Etat Porte.csv,Etat_Porte,Timestamp;Trend Flags;Status;Value
data\Agadir\TNT-ONE\P.Active CLIM.csv,Agadir\TNT-ONE\P.Active CLIM.csv,P.Active_CLIM,Timestamp;Trend Flags;Status;Value (kW)
data\Agadir\TNT-ONE\P.Active Générale.csv,Agadir\TNT-ONE\P.Active Générale.csv,P.Active_Générale,Timestamp;Trend Flags;Status;Value (kW)
data\Agadir\TNT-ONE\Température Ambiante.csv,Agadir\TNT-ONE\Température Ambiante.csv,Température_Ambiante,Timestamp;Trend Flags;Status;Value
data\Agadir\TNT-ONE\Température Extérieure.csv,Agadir\TNT-ONE\Température Extérieure.csv,Température_Extérieure,Timestamp;Trend Flags;Status;Value
data\Casablanca\BEN-MCO\Etat CLIM A.csv,Casablanca\BEN-MCO\Etat CLIM A.csv,Etat_CLIM_A,Timestamp;Trend Flags;Status;Value
data\Casablanca\BEN-MCO\Etat CLIM B.csv,Casablanca\BEN-MCO\Etat CLIM B.csv,Etat_CLIM_B,Timestamp;Trend Flags;Status;Value
data\Casablanca\BEN-MCO\Etat CLIM C.csv,Casablanca\BEN-MCO\Etat CLIM C.csv,Etat_CLIM_C,Timestamp;Trend Flags;Status;Value
data\Casablanca\BEN-MCO\Etat CLIM D.csv,Casablanca\BEN-MCO\Etat CLIM D.csv,Etat_CLIM_D,Timestamp;Trend Flags;Status;Value
data\Casablanca\BEN-MCO\Etat CLIM E.csv,Casablanca\BEN-MCO\Etat CLIM E.csv,Etat_CLIM_E,Timestamp;Trend Flags;Status;Value
data\Casablanca\BEN-MCO\Etat CLIM F.csv,Casablanca\BEN-MCO\Etat CLIM F.csv,Etat_CLIM_F,Timestamp;Trend Flags;Status;Value
data\Casablanca\BEN-MCO\Etat Porte.csv,Casablanca\BEN-MCO\Etat Porte.csv,Etat_Porte,Timestamp;Trend Flags;Status;Value
data\Casablanca\BEN-MCO\P.Active CLIM.csv,Casablanca\BEN-MCO\P.Active CLIM.csv,P.Active_CLIM,Timestamp;Trend Flags;Status;Value (kW)
data\Casablanca\BEN-MCO\P.Active Générale.csv,Casablanca\BEN-MCO\P.Active Générale.csv,P.Active_Générale,Timestamp;Trend Flags;Status;Value (kW)
data\Casablanca\BEN-MCO\Température Ambiante.csv,Casablanca\BEN-MCO\Température Ambiante.csv,Température_Ambiante,Timestamp;Trend Flags;Status;Value
data\Casablanca\BEN-MCO\Température Extérieure.csv,Casablanca\BEN-MCO\Température Extérieure.csv,Température_Extérieure,Timestamp;Trend Flags;Status;Value
data\Casablanca\BEN-ONE\Etat CLIM A.csv,Casablanca\BEN-ONE\Etat CLIM A.csv,Etat_CLIM_A,Timestamp;Trend Flags;Status;Value
data\Casablanca\BEN-ONE\Etat CLIM B.csv,Casablanca\BEN-ONE\Etat CLIM B.csv,Etat_CLIM_B,Timestamp;Trend Flags;Status;Value
data\Casablanca\BEN-ONE\Etat CLIM C.csv,Casablanca\BEN-ONE\Etat CLIM C.csv,Etat_CLIM_C,Timestamp;Trend Flags;Status;Value
data\Casablanca\BEN-ONE\Etat CLIM D.csv,Casablanca\BEN-ONE\Etat CLIM D.csv,Etat_CLIM_D,Timestamp;Trend Flags;Status;Value
data\Casablanca\BEN-ONE\Etat Porte.csv,Casablanca\BEN-ONE\Etat Porte.csv,Etat_Porte,Timestamp;Trend Flags;Status;Value
data\Casablanca\BEN-ONE\P.Active CLIM.csv,Casablanca\BEN-ONE\P.Active CLIM.csv,P.Active_CLIM,Timestamp;Trend Flags;Status;Value (kW)
data\Casablanca\BEN-ONE\P.Active Générale.csv,Casablanca\BEN-ONE\P.Active Générale.csv,P.Active_Générale,Timestamp;Trend Flags;Status;Value (kW)
data\Casablanca\BEN-ONE\Température Ambiante.csv,Casablanca\BEN-ONE\Température Ambiante.csv,Température_Ambiante,Timestamp;Trend Flags;Status;Value
data\Casablanca\BEN-ONE\Température Extérieure.csv,Casablanca\BEN-ONE\Température Extérieure.csv,Température_Extérieure,Timestamp;Trend Flags;Status;Value
data\Casablanca\BER-MCO\Etat CLIM A.csv,Casablanca\BER-MCO\Etat CLIM A.csv,Etat_CLIM_A,Timestamp;Trend Flags;Status;Value
data\Casablanca\BER-MCO\Etat CLIM B.csv,Casablanca\BER-MCO\Etat CLIM B.csv,Etat_CLIM_B,Timestamp;Trend Flags;Status;Value
data\Casablanca\BER-MCO\Etat Porte.csv,Casablanca\BER-MCO\Etat Porte.csv,Etat_Porte,Timestamp;Trend Flags;Status;Value
data\Casablanca\BER-MCO\P.Active CLIM.csv,Casablanca\BER-MCO\P.Active CLIM.csv,P.Active_CLIM,Timestamp;Trend Flags;Status;Value (kW)
data\Casablanca\BER-MCO\P.Active Générale.csv,Casablanca\BER-MCO\P.Active Générale.csv,P.Active_Générale,Timestamp;Trend Flags;Status;Value (kW)
data\Casablanca\BER-MCO\Température Ambiante.csv,Casablanca\BER-MCO\Température Ambiante.csv,Température_Ambiante,Timestamp;Trend Flags;Status;Value
data\Casablanca\BER-MCO\Température Extérieure.csv,Casablanca\BER-MCO\Température Extérieure.csv,Température_Extérieure,Timestamp;Trend Flags;Status;Value
data\Casablanca\BER-ONCF\Etat CLIM A.csv,Casablanca\BER-ONCF\Etat CLIM A.csv,Etat_CLIM_A,Timestamp;Trend Flags;Status;Value
data\Casablanca\BER-ONCF\Etat CLIM B.csv,Casablanca\BER-ONCF\Etat CLIM B.csv,Etat_CLIM_B,Timestamp;Trend Flags;Status;Value
data\Casablanca\BER-ONCF\Etat Porte.csv,Casablanca\BER-ONCF\Etat Porte.csv,Etat_Porte,Timestamp;Trend Flags;Status;Value
data\Casablanca\BER-ONCF\P.Active CLIM.csv,Casablanca\BER-ONCF\P.Active CLIM.csv,P.Active_CLIM,Timestamp;Trend Flags;Status;Value (kW)
data\Casablanca\BER-ONCF\P.Active Générale.csv,Casablanca\BER-ONCF\P.Active Générale.csv,P.Active_Générale,Timestamp;Trend Flags;Status;Value (kW)
data\Casablanca\BER-ONCF\Température Ambiante.csv,Casablanca\BER-ONCF\Température Ambiante.csv,Température_Ambiante,Timestamp;Trend Flags;Status;Value
data\Casablanca\BER-ONCF\Température Extérieure.csv,Casablanca\BER-ONCF\Température Extérieure.csv,Température_Extérieure,Timestamp;Trend Flags;Status;Value
data\Casablanca\BER-ONE\Etat CLIM A.csv,Casablanca\BER-ONE\Etat CLIM A.csv,Etat_CLIM_A,Timestamp;Trend Flags;Status;Value
data\Casablanca\BER-ONE\Etat CLIM B.csv,Casablanca\BER-ONE\Etat CLIM B.csv,Etat_CLIM_B,Timestamp;Trend Flags;Status;Value
data\Casablanca\BER-ONE\Etat Porte.csv,Casablanca\BER-ONE\Etat Porte.csv,Etat_Porte,Timestamp;Trend Flags;Status;Value
data\Casablanca\BER-ONE\P.Active CLIM.csv,Casablanca\BER-ONE\P.Active CLIM.csv,P.Active_CLIM,Timestamp;Trend Flags;Status;Value (kW)
data\Casablanca\BER-ONE\P.Active Générale.csv,Casablanca\BER-ONE\P.Active Générale.csv,P.Active_Générale,Timestamp;Trend Flags;Status;Value (kW)
data\Casablanca\BER-ONE\Température Ambiante.csv,Casablanca\BER-ONE\Température Ambiante.csv,Température_Ambiante,Timestamp;Trend Flags;Status;Value
data\Casablanca\BER-ONE\Température Extérieure.csv,Casablanca\BER-ONE\Température Extérieure.csv,Température_Extérieure,Timestamp;Trend Flags;Status;Value
data\Casablanca\CAS-ZENITH-MCO\Etat CLIM A.csv,Casablanca\CAS-ZENITH-MCO\Etat CLIM A.csv,Etat_CLIM_A,Timestamp;Trend Flags;Status;Value
data\Casablanca\CAS-ZENITH-MCO\Etat CLIM B.csv,Casablanca\CAS-ZENITH-MCO\Etat CLIM B.csv,Etat_CLIM_B,Timestamp;Trend Flags;Status;Value
data\Casablanca\CAS-ZENITH-MCO\Etat Porte.csv,Casablanca\CAS-ZENITH-MCO\Etat Porte.csv,Etat_Porte,Timestamp;Trend Flags;Status;Value
data\Casablanca\CAS-ZENITH-MCO\P.Active CLIM.csv,Casablanca\CAS-ZENITH-MCO\P.Active CLIM.csv,P.Active_CLIM,Timestamp;Trend Flags;Status;Value (kVA)
data\Casablanca\CAS-ZENITH-MCO\P.Active Générale.csv,Casablanca\CAS-ZENITH-MCO\P.Active Générale.csv,P.Active_Générale,Timestamp;Trend Flags;Status;Value (kW)
data\Casablanca\CAS-ZENITH-MCO\Température Ambiante.csv,Casablanca\CAS-ZENITH-MCO\Température Ambiante.csv,Température_Ambiante,Timestamp;Trend Flags;Status;Value
data\Casablanca\CASA-NU\Etat CLIM A.csv,Casablanca\CASA-NU\Etat CLIM A.csv,Etat_CLIM_A,Timestamp;Trend Flags;Status;Value
data\Casablanca\CASA-NU\Etat CLIM B.csv,Casablanca\CASA-NU\Etat CLIM B.csv,Etat_CLIM_B,Timestamp;Trend Flags;Status;Value
data\Casablanca\CASA-NU\Etat CLIM C.csv,Casablanca\CASA-NU\Etat CLIM C.csv,Etat_CLIM_C,Timestamp;Trend Flags;Status;Value
data\Casablanca\CASA-NU\Etat CLIM D.csv,Casablanca\CASA-NU\Etat CLIM D.csv,Etat_CLIM_D,Timestamp;Trend Flags;Status;Value
data\Casablanca\CASA-NU\Etat Porte.csv,Casablanca\CASA-NU\Etat Porte.csv,Etat_Porte,Timestamp;Trend Flags;Status;Value
data\Casablanca\CASA-NU\P.Active CLIM.csv,Casablanca\CASA-NU\P.Active CLIM.csv,P.Active_CLIM,Timestamp;Trend Flags;Status;Value (kW)
data\Casablanca\CASA-NU\P.Active Générale.csv,Casablanca\CASA-NU\P.Active Générale.csv,P.Active_Générale,Timestamp;Trend Flags;Status;Value (kW)
data\Casablanca\CASA-NU\Température Ambiante.csv,Casablanca\CASA-NU\Température Ambiante.csv,Température_Ambiante,Timestamp;Trend Flags;Status;Value
data\Casablanca\CASA-NU\Température Extérieure.csv,Casablanca\CASA-NU\Température Extérieure.csv,Température_Extérieure,Timestamp;Trend Flags;Status;Value
data\Casablanca\JAD-ONE\Etat CLIM A.csv,Casablanca\JAD-ONE\Etat CLIM A.csv,Etat_CLIM_A,Timestamp;Trend Flags;Status;Value
data\Casablanca\JAD-ONE\Etat CLIM B.csv,Casablanca\JAD-ONE\Etat CLIM B.csv,Etat_CLIM_B,Timestamp;Trend Flags;Status;Value
data\Casablanca\JAD-ONE\Etat CLIM C.csv,Casablanca\JAD-ONE\Etat CLIM C.csv,Etat_CLIM_C,Timestamp;Trend Flags;Status;Value
data\Casablanca\JAD-ONE\Etat CLIM D.csv,Casablanca\JAD-ONE\Etat CLIM D.csv,Etat_CLIM_D,Timestamp;Trend Flags;Status;Value
data\Casablanca\JAD-ONE\Etat Porte.csv,Casablanca\JAD-ONE\Etat Porte.csv,Etat_Porte,Timestamp;Trend Flags;Status;Value
data\Casablanca\JAD-ONE\P.Active CLIM.csv,Casablanca\JAD-ONE\P.Active CLIM.csv,P.Active_CLIM,Timestamp;Trend Flags;Status;Value (kW)
data\Casablanca\JAD-ONE\P.Active Générale.csv,Casablanca\JAD-ONE\P.Active Générale.csv,P.Active_Générale,Timestamp;Trend Flags;Status;Value (kW)
data\Casablanca\JAD-ONE\Température Ambiante.csv,Casablanca\JAD-ONE\Température Ambiante.csv,Température_Ambiante,Timestamp;Trend Flags;Status;Value
data\Casablanca\JAD-ONE\Température Extérieure.csv,Casablanca\JAD-ONE\Température Extérieure.csv,Température_Extérieure,Timestamp;Trend Flags;Status;Value
data\Casablanca\KHO-ONE\Etat CLIM A.csv,Casablanca\KHO-ONE\Etat CLIM A.csv,Etat_CLIM_A,Timestamp;Trend Flags;Status;Value
data\Casablanca\KHO-ONE\Etat CLIM B.csv,Casablanca\KHO-ONE\Etat CLIM B.csv,Etat_CLIM_B,Timestamp;Trend Flags;Status;Value
data\Casablanca\KHO-ONE\Etat CLIM C.csv,Casablanca\KHO-ONE\Etat CLIM C.csv,Etat_CLIM_C,Timestamp;Trend Flags;Status;Value
data\Casablanca\KHO-ONE\Etat CLIM D.csv,Casablanca\KHO-ONE\Etat CLIM D.csv,Etat_CLIM_D,Timestamp;Trend Flags;Status;Value
data\Casablanca\KHO-ONE\Etat Porte.csv,Casablanca\KHO-ONE\Etat Porte.csv,Etat_Porte,Timestamp;Trend Flags;Status;Value
data\Casablanca\KHO-ONE\P.Active CLIM.csv,Casablanca\KHO-ONE\P.Active CLIM.csv,P.Active_CLIM,Timestamp;Trend Flags;Status;Value (kW)
data\Casablanca\KHO-ONE\P.Active Générale.csv,Casablanca\KHO-ONE\P.Active Générale.csv,P.Active_Générale,Timestamp;Trend Flags;Status;Value (kW)
data\Casablanca\KHO-ONE\Température Ambiante.csv,Casablanca\KHO-ONE\Température Ambiante.csv,Température_Ambiante,Timestamp;Trend Flags;Status;Value
data\Casablanca\KHO-ONE\Température Extérieure.csv,Casablanca\KHO-ONE\Température Extérieure.csv,Température_Extérieure,Timestamp;Trend Flags;Status;Value
data\Casablanca\MOH-ONE\Etat CLIM A.csv,Casablanca\MOH-ONE\Etat CLIM A.csv,Etat_CLIM_A,Timestamp;Trend Flags;Status;Value
data\Casablanca\MOH-ONE\Etat CLIM B.csv,Casablanca\MOH-ONE\Etat CLIM B.csv,Etat_CLIM_B,Timestamp;Trend Flags;Status;Value
data\Casablanca\MOH-ONE\Etat CLIM C.csv,Casablanca\MOH-ONE\Etat CLIM C.csv,Etat_CLIM_C,Timestamp;Trend Flags;Status;Value
data\Casablanca\MOH-ONE\Etat CLIM D.csv,Casablanca\MOH-ONE\Etat CLIM D.csv,Etat_CLIM_D,Timestamp;Trend Flags;Status;Value
data\Casablanca\MOH-ONE\Etat Porte.csv,Casablanca\MOH-ONE\Etat Porte.csv,Etat_Porte,Timestamp;Trend Flags;Status;Value
data\Casablanca\MOH-ONE\P.Active CLIM.csv,Casablanca\MOH-ONE\P.Active CLIM.csv,P.Active_CLIM,Timestamp;Trend Flags;Status;Value (kW)
data\Casablanca\MOH-ONE\P.Active Générale.csv,Casablanca\MOH-ONE\P.Active Générale.csv,P.Active_Générale,Timestamp;Trend Flags;Status;Value (kW)
data\Casablanca\MOH-ONE\Température Ambiante.csv,Casablanca\MOH-ONE\Température Ambiante.csv,Température_Ambiante,Timestamp;Trend Flags;Status;Value
data\Casablanca\MOH-ONE\Température Extérieure.csv,Casablanca\MOH-ONE\Température Extérieure.csv,Température_Extérieure,Timestamp;Trend Flags;Status;Value
data\Casablanca\SAFI-MCO\Etat CLIM A.csv,Casablanca\SAFI-MCO\Etat CLIM A.csv,Etat_CLIM_A,Timestamp;Trend Flags;Status;Value
data\Casablanca\SAFI-MCO\Etat CLIM B.csv,Casablanca\SAFI-MCO\Etat CLIM B.csv,Etat_CLIM_B,Timestamp;Trend Flags;Status;Value
data\Casablanca\SAFI-MCO\Etat CLIM C.csv,Casablanca\SAFI-MCO\Etat CLIM C.csv,Etat_CLIM_C,Timestamp;Trend Flags;Status;Value
data\Casablanca\SAFI-MCO\Etat CLIM D.csv,Casablanca\SAFI-MCO\Etat CLIM D.csv,Etat_CLIM_D,Timestamp;Trend Flags;Status;Value
data\Casablanca\SAFI-MCO\Etat CLIM E.csv,Casablanca\SAFI-MCO\Etat CLIM E.csv,Etat_CLIM_E,Timestamp;Trend Flags;Status;Value
data\Casablanca\SAFI-MCO\Etat CLIM F.csv,Casablanca\SAFI-MCO\Etat CLIM F.csv,Etat_CLIM_F,Timestamp;Trend Flags;Status;Value
data\Casablanca\SAFI-MCO\Etat Porte.csv,Casablanca\SAFI-MCO\Etat Porte.csv,Etat_Porte,Timestamp;Trend Flags;Status;Value
data\Casablanca\SAFI-MCO\P.Active CLIM.csv,Casablanca\SAFI-MCO\P.Active CLIM.csv,P.Active_CLIM,Timestamp;Trend Flags;Status;Value (kW)
data\Casablanca\SAFI-MCO\P.Active Générale.csv,Casablanca\SAFI-MCO\P.Active Générale.csv,P.Active_Générale,Timestamp;Trend Flags;Status;Value (kW)
data\Casablanca\SAFI-MCO\Température Ambiante.csv,Casablanca\SAFI-MCO\Température Ambiante.csv,Température_Ambiante,Timestamp;Trend Flags;Status;Value
data\Casablanca\SAFI-MCO\Température Extérieure.csv,Casablanca\SAFI-MCO\Température Extérieure.csv,Température_Extérieure,Timestamp;Trend Flags;Status;Value
data\Casablanca\SAFI-ONE\Etat CLIM A.csv,Casablanca\SAFI-ONE\Etat CLIM A.csv,Etat_CLIM_A,Timestamp;Trend Flags;Status;Value
data\Casablanca\SAFI-ONE\Etat CLIM B.csv,Casablanca\SAFI-ONE\Etat CLIM B.csv,Etat_CLIM_B,Timestamp;Trend Flags;Status;Value
data\Casablanca\SAFI-ONE\Etat CLIM C.csv,Casablanca\SAFI-ONE\Etat CLIM C.csv,Etat_CLIM_C,Timestamp;Trend Flags;Status;Value
data\Casablanca\SAFI-ONE\Etat CLIM D.csv,Casablanca\SAFI-ONE\Etat CLIM D.csv,Etat_CLIM_D,Timestamp;Trend Flags;Status;Value
data\Casablanca\SAFI-ONE\Etat Porte.csv,Casablanca\SAFI-ONE\Etat Porte.csv,Etat_Porte,Timestamp;Trend Flags;Status;Value
data\Casablanca\SAFI-ONE\P.Active CLIM.csv,Casablanca\SAFI-ONE\P.Active CLIM.csv,P.Active_CLIM,Timestamp;Trend Flags;Status;Value (kW)
data\Casablanca\SAFI-ONE\P.Active Générale.csv,Casablanca\SAFI-ONE\P.Active Générale.csv,P.Active_Générale,Timestamp;Trend Flags;Status;Value (kW)
data\Casablanca\SAFI-ONE\Température Ambiante.csv,Casablanca\SAFI-ONE\Température Ambiante.csv,Température_Ambiante,Timestamp;Trend Flags;Status;Value
data\Casablanca\SAFI-ONE\Température Extérieure.csv,Casablanca\SAFI-ONE\Température Extérieure.csv,Température_Extérieure,Timestamp;Trend Flags;Status;Value
data\Casablanca\SETAT-ONCF\Etat CLIM A.csv,Casablanca\SETAT-ONCF\Etat CLIM A.csv,Etat_CLIM_A,Timestamp;Trend Flags;Status;Value
data\Casablanca\SETAT-ONCF\Etat CLIM B.csv,Casablanca\SETAT-ONCF\Etat CLIM B.csv,Etat_CLIM_B,Timestamp;Trend Flags;Status;Value
data\Casablanca\SETAT-ONCF\Etat CLIM C.csv,Casablanca\SETAT-ONCF\Etat CLIM C.csv,Etat_CLIM_C,Timestamp;Trend Flags;Status;Value
data\Casablanca\SETAT-ONCF\Etat CLIM D.csv,Casablanca\SETAT-ONCF\Etat CLIM D.csv,Etat_CLIM_D,Timestamp;Trend Flags;Status;Value
data\Casablanca\SETAT-ONCF\Etat Porte.csv,Casablanca\SETAT-ONCF\Etat Porte.csv,Etat_Porte,Timestamp;Trend Flags;Status;Value
data\Casablanca\SETAT-ONCF\P.Active CLIM.csv,Casablanca\SETAT-ONCF\P.Active CLIM.csv,P.Active_CLIM,Timestamp;Trend Flags;Status;Value (kW)
data\Casablanca\SETAT-ONCF\P.Active Générale.csv,Casablanca\SETAT-ONCF\P.Active Générale.csv,P.Active_Générale,Timestamp;Trend Flags;Status;Value (kW)
data\Casablanca\SETAT-ONCF\Température Ambiante.csv,Casablanca\SETAT-ONCF\Température Ambiante.csv,Température_Ambiante,Timestamp;Trend Flags;Status;Value
data\Casablanca\SETAT-ONCF\Température Extérieure.csv,Casablanca\SETAT-ONCF\Température Extérieure.csv,Température_Extérieure,Timestamp;Trend Flags;Status;Value
data\Casablanca\TME-ONE\Etat CLIM A.csv,Casablanca\TME-ONE\Etat CLIM A.csv,Etat_CLIM_A,Timestamp;Trend Flags;Status;Value
data\Casablanca\TME-ONE\Etat CLIM B.csv,Casablanca\TME-ONE\Etat CLIM B.csv,Etat_CLIM_B,Timestamp;Trend Flags;Status;Value
data\Casablanca\TME-ONE\Etat CLIM C.csv,Casablanca\TME-ONE\Etat CLIM C.csv,Etat_CLIM_C,Timestamp;Trend Flags;Status;Value
data\Casablanca\TME-ONE\Etat CLIM D.csv,Casablanca\TME-ONE\Etat CLIM D.csv,Etat_CLIM_D,Timestamp;Trend Flags;Status;Value
data\Casablanca\TME-ONE\Etat Porte.csv,Casablanca\TME-ONE\Etat Porte.csv,Etat_Porte,Timestamp;Trend Flags;Status;Value
data\Casablanca\TME-ONE\P.Active CLIM.csv,Casablanca\TME-ONE\P.Active CLIM.csv,P.Active_CLIM,Timestamp;Trend Flags;Status;Value (kW)
