history:GTC_Multisite_Inwi/Température Ambiante FAR_ONE

Timestamp,Trend Flags,Status,Value (°C)
31-Jan-25 10:45:01 PM WEST,{ },{unackedAlarm},23.5
31-Jan-25 11:00:03 PM WEST,{ },{unackedAlarm},22.9
31-Jan-25 11:15:01 PM WEST,{ },{unackedAlarm},20.8
31-Jan-25 11:30:00 PM WEST,{ },{unackedAlarm},20.7
31-Jan-25 11:45:00 PM WEST,{ },{unackedAlarm},21.0
01-Feb-25 12:00:00 AM WEST,{ },{unackedAlarm},20.4
01-Feb-25 12:15:00 AM WEST,{ },{unackedAlarm},20.3
01-Feb-25 12:30:01 AM WEST,{ },{unackedAlarm},21.6
01-Feb-25 12:45:01 AM WEST,{ },{unackedAlarm},22.8
01-Feb-25 1:00:02 AM WEST,{ },{unackedAlarm},23.0
01-Feb-25 1:15:01 AM WEST,{ },{unackedAlarm},23.5
01-Feb-25 1:30:01 AM WEST,{ },{unackedAlarm},23.6
01-Feb-25 1:45:00 AM WEST,{ },{unackedAlarm},23.4
01-Feb-25 2:00:02 AM WEST,{ },{unackedAlarm},22.5
01-Feb-25 2:15:01 AM WEST,{ },{unackedAlarm},20.4
01-Feb-25 2:30:01 AM WEST,{ },{unackedAlarm},20.0
01-Feb-25 2:45:02 AM WEST,{ },{unackedAlarm},20.3
01-Feb-25 3:00:00 AM WEST,{ },{unackedAlarm},19.7
01-Feb-25 3:15:01 AM WEST,{ },{unackedAlarm},20.4
01-Feb-25 3:30:01 AM WEST,{ },{unackedAlarm},19.6
01-Feb-25 3:45:01 AM WEST,{ },{unackedAlarm},20.1
01-Feb-25 4:00:00 AM WEST,{ },{unackedAlarm},21.4
01-Feb-25 4:15:01 AM WEST,{ },{unackedAlarm},22.5
01-Feb-25 4:30:01 AM WEST,{ },{unackedAlarm},22.9
01-Feb-25 4:45:01 AM WEST,{ },{unackedAlarm},23.0
01-Feb-25 5:00:01 AM WEST,{ },{unackedAlarm},21.7
01-Feb-25 5:15:01 AM WEST,{ },{unackedAlarm},19.7
01-Feb-25 5:30:00 AM WEST,{ },{unackedAlarm},19.3
01-Feb-25 5:45:01 AM WEST,{ },{unackedAlarm},19.3
01-Feb-25 6:00:01 AM WEST,{ },{unackedAlarm},19.6
01-Feb-25 6:15:00 AM WEST,{ },{unackedAlarm},19.2
01-Feb-25 6:30:00 AM WEST,{ },{unackedAlarm},20.5
01-Feb-25 6:45:00 AM WEST,{ },{unackedAlarm},22.4
01-Feb-25 7:00:00 AM WEST,{ },{unackedAlarm},22.8
01-Feb-25 7:15:00 AM WEST,{ },{unackedAlarm},22.9
01-Feb-25 7:30:00 AM WEST,{ },{unackedAlarm},22.3
01-Feb-25 7:45:00 AM WEST,{ },{unackedAlarm},19.8
01-Feb-25 8:00:01 AM WEST,{ },{unackedAlarm},19.3
01-Feb-25 8:15:00 AM WEST,{ },{unackedAlarm},19.6
01-Feb-25 8:30:02 AM WEST,{ },{unackedAlarm},19.1
01-Feb-25 8:45:00 AM WEST,{ },{unackedAlarm},19.5
01-Feb-25 9:00:01 AM WEST,{ },{unackedAlarm},19.0
01-Feb-25 9:15:01 AM WEST,{ },{unackedAlarm},19.4
01-Feb-25 9:30:03 AM WEST,{ },{unackedAlarm},20.2
01-Feb-25 9:45:02 AM WEST,{ },{unackedAlarm},22.1
01-Feb-25 10:00:01 AM WEST,{ },{unackedAlarm},22.7
01-Feb-25 10:15:01 AM WEST,{ },{unackedAlarm},23.0
01-Feb-25 10:30:01 AM WEST,{ },{unackedAlarm},21.5
01-Feb-25 10:45:01 AM WEST,{ },{unackedAlarm},19.3
01-Feb-25 11:00:00 AM WEST,{ },{unackedAlarm},19.1
01-Feb-25 11:15:00 AM WEST,{ },{unackedAlarm},19.6
